Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";23;01/02/2025;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;"8166";"HALTERE";379700;"FORMA: GEOMÉTRICA REDONDA NAS EXTREMIDADES, MATERIAL: FERRO, PESO: 7, REVESTIMENTO: BORRACHA PVC - CLORETO DE POLIVINILA";"UN";84,0000;20,00000;1.680,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";24;01/02/2025;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;"5341";"COLCHONETE GINÁSTICA";613366;"COMPRIMENTO: 1, COR: AZUL, ESPESSURA: 10, LARGURA: 0,50, MATERIAL: EVA";"UN";94,0000;60,00000;5.640,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";25;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";439832;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, COR: PRETA, MATERIAL: FERRO, PESO: 2,0";"UN";300,0000;15,00000;4.500,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";26;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";439833;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, COR: PRETA, MATERIAL: FERRO, PESO: 10";"UN";150,0000;15,00000;2.250,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";27;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";439835;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, COR: PRETA, MATERIAL: FERRO, PESO: 15";"UN";225,0000;15,00000;3.375,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";28;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";439830;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, COR: PRETA, MATERIAL: FERRO, PESO: 4,0";"UN";60,0000;30,00000;1.800,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";29;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";439829;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, COR: PRETA, MATERIAL: FERRO, PESO: 3,0";"UN";45,0000;30,00000;1.350,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";30;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";357264;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, APLICAÇÃO: GINÁSTICA E MUSCULAÇÃO, CARACTERÍSTICAS ADICIONAIS: REVESTIDA COM PVC VINIL, FORMATO: DISCO, MATERIAL: FERRO, PESO: 5,0";"UN";75,0000;40,00000;3.000,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";31;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";370581;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, APLICAÇÃO: GINÁSTICA E MUSCULAÇÃO, CARACTERÍSTICAS ADICIONAIS: REVESTIDA COM PVC VINIL, FORMATO: DISCO, MATERIAL: FERRO, PESO: 2,0";"UN";30,0000;30,00000;900,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";32;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"16190";"ANILHA";370580;"ACABAMENTO SUPERFICIAL: EMBORRACHADO, APLICAÇÃO: GINÁSTICA E MUSCULAÇÃO, CARACTERÍSTICAS ADICIONAIS: REVESTIDA COM PVC VINIL, FORMATO: DISCO, MATERIAL: FERRO, PESO: 1,0";"UN";15,0000;30,00000;450,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";33;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"17468";"ESTANTE ANILHAS";380489;"APLICAÇÃO: GUARDAR ANILHAS, CAPACIDADE: 350, MATERIAL: AÇO INOXIDÁVEL";"UN";349,0000;4,00000;1.396,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";34;01/02/2025;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;"30219";"FAIXA EXERCITADORA MUSCULAR";618164;"APRESENTAÇÃO: UNIDADE, COMPONENTE: C/ PUXADOR / PEGADOR, COMPRIMENTO LINEAR: CERCA DE 1,5 M, COR: C/ COR, INTENSIDADE DE RESISTÊNCIA: LEVE, MATERIAL: LÁTEX NATURAL, TIPO: TUBULAR ELÁSTICA EM "8"";"UN";35,7200;50,00000;1.786,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";35;01/02/2025;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;"30219";"FAIXA EXERCITADORA MUSCULAR";618165;"APRESENTAÇÃO: UNIDADE, COMPONENTE: C/ PUXADOR / PEGADOR, COMPRIMENTO LINEAR: CERCA DE 1,5 M, COR: C/ COR, INTENSIDADE DE RESISTÊNCIA: MÉDIA, MATERIAL: LÁTEX NATURAL, TIPO: TUBULAR ELÁSTICA EM "8"";"UN";37,9200;50,00000;1.896,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";36;01/02/2025;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;"30219";"FAIXA EXERCITADORA MUSCULAR";618161;"APRESENTAÇÃO: ROLO, COR: C/ COR, INTENSIDADE DE RESISTÊNCIA: FORTE, MATERIAL: BORRACHA SINTÉTICA, TIPO: TUBULAR ELÁSTICA";"UN";42,6200;50,00000;2.131,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";37;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";464863;"MATERIAL: PLÁSTICO, TIPO: CONE, USO: TREINAMENTO";"UN";4,9900;40,00000;199,6000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";38;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";464862;"MATERIAL: PVC, TIPO: CONE, USO: TREINAMENTO";"UN";3,1000;60,00000;186,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";39;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";486404;"DIMENSÕES: 167 X 46 X 71, MATERIAL: POLIÉSTER, TIPO: REDE APARADORA DE BOLAS, USO: TÊNIS DE MESA";"UN";12,4900;100,00000;1.249,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";40;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";604845;"CARACTERÍSTICAS ADICIONAIS: NÃO DOBRÁVEL, DIMENSÕES: 25 X 22 X 05, MATERIAL: FERRO, TIPO: SUPORTE, USO: REDE DE TÊNIS DE MESA";"UN";68,2100;4,00000;272,8400
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";41;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"9624";"BOLA ESPORTIVA";450261;"CARACTERÍSTICAS ADICIONAIS: MIOLO REMOVÍVEL E LUBRIFICADO, CIRCUNFERÊNCIA: 40 A 42, MATERIAL: BORRACHA, MODELO: BOLA TREINAMENTO Nº 08, PESO CHEIA: 110 A 120";"UN";5,0000;60,00000;300,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";42;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";482194;"CARACTERÍSTICAS ADICIONAIS: CONJUNTO DE 04 FAIXAS COM COR E TENSÃO PADRÃO, DIMENSÕES: 25 X 5 X 0,09, MATERIAL: ELÁSTICO CIRCULAR, TIPO: FAIXA ELÁSTICA (MINI BANDE), USO: TREINAMENTO ESPORTIVO, FITNESS OU REABILITAÇÃO";"UN";8,9000;100,00000;890,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";43;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";482194;"CARACTERÍSTICAS ADICIONAIS: CONJUNTO DE 04 FAIXAS COM COR E TENSÃO PADRÃO, DIMENSÕES: 25 X 5 X 0,09, MATERIAL: ELÁSTICO CIRCULAR, TIPO: FAIXA ELÁSTICA (MINI BANDE), USO: TREINAMENTO ESPORTIVO, FITNESS OU REABILITAÇÃO";"UN";15,9000;100,00000;1.590,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";44;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"6811";"EQUIPAMENTO / ACESSÓRIOS DESPORTO";482193;"CARACTERÍSTICAS ADICIONAIS: CONJUNTO DE 03 FAIXAS COM COR E TENSÃO PADRÃO, DIMENSÕES: 60 X 1,30 X 0,50, MATERIAL: ELÁSTICO CIRCULAR, TIPO: FAIXA ELÁSTICA (MINI BANDE), USO: TREINAMENTO ESPORTIVO, FITNESS OU REABILITAÇÃO";"UN";25,9000;100,00000;2.590,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";45;01/02/2025;Material;7290;UTENSÍLIOS COMERCIAIS E DOMÉSTICOS DIVERSOS;"17574";"APARELHO GINÁSTICA";382086;"APLICAÇÃO: CONDICIONAMENTO FÍSICO, PELO MÉTODO PILATES, CARACTERÍSTICAS ADICIONAIS: DIMENSÕES: 40 X 12 X 28 CM, ESTRUTURA: MADEIRA ALCOCHOADA COM ESPUMA ALTA DENSIDADE, REVESTIMENTO: COURVIM NÁUTICO, TIPO: CAIXA";"UN";24,0000;20,00000;480,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";46;01/02/2025;Material;7810;EQUIPAMENTO PARA ATLETISMO E DESPORTO;"17470";"SUPORTE BARRAS";480255;"APLICAÇÃO: GUARDAR BARRAS, MATERIAL: METÁLICA, TIPO: DE PISO";"UN";265,0000;3,00000;795,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";47;01/02/2025;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;"4308";"CAMA ELÁSTICA";444298;"ALTURA: 20, CARACTERÍSTICAS ADICIONAIS: PÉS REMOVÍVEIS, DIÂMETRO: 0,95, FORMATO: REDONDO, MATERIAL ARMAÇÃO: AÇO, MATERIAL COBERTURA: TELA SANET, RESISTÊNCIA: 150";"UN";179,9000;30,00000;5.397,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";48;01/02/2025;Material;7830;EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO;"9643";"MESA MASSAGEM";434098;"CARACTERÍSTICA ADICIONAIS: C/ ORIFÍCIO PARA ROSTO, COMPONENTE: REGULÁVEL, DOBRÁVEL, PORTÁTIL, MATERIAL ESTRUTURA: MADEIRA, REVESTIMENTO: LEITO EM ESPUMA, REVESTIDO EM COURVIN";"UN";390,0000;6,00000;2.340,0000
"166/2025";Aprovada;;"Aquisição de Material  de consumo para realização de ações de vigilância e promoção da saúde (Ativid";BENS;250110;99.888,4400;07/08/2024;03/02/2025;180;"SAA.COGEP.COASS";"284/2024";"Médio";49;01/02/2025;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;"2653";"BIOMBO HOSPITALAR";444802;"ALTURA: CERCA DE 1,80, CARACTERÍSTICAS ADICIONAIS: DIVISÓRIAS EM PVC, COMPRIMENTO: COMPRIMENTO 1,80 APROXIMADAMENTE, ABERTO, MATERIAL: AÇO INOXIDÁVEL, TIPO: TRIPLO DOBRÁVEL, TIPO DE RODÍZIO: PONTEIRAS GIRATÓRIAS";"UN";500,0000;8,00000;4.000,0000
"162/2025";Aprovada;;"Contratação de empresa para o preparo e fornecimento de alimentação e kit lanche";SERVICOS;250110;49.980,0000;03/07/2025;30/12/2025;180;"SE.FNS";"360/2024";"Baixo";1;31/12/2025;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;"";"";3697;"FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES";"";35,7000;1.400,00000;49.980,0000
"117/2025";Aprovada;;"Serviço de empresa especializada em eventos para a participação das áreas da CGDI Em Bienais";SERVICOS;250110;500.000,0000;01/11/2024;30/04/2025;180;"SAA.CGDI.EDITORA";"168/2024";"Baixo";1;30/04/2025;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;"";"";13099;"LOCAÇÃO / MONTAGEM / DESMONTAGEM DE STANDS E PROJETOS EM FEIRAS E EXPOSIÇÕES";"";500.000,0000;1,00000;500.000,0000
"104/2025";Aprovada;;"Serviço de  edição ,normalização, revisão, diagramação e ilustração.";SERVICOS;250110;2.726.740,8700;31/01/2025;31/07/2025;181;"SAA.CGDI.EDITORA";"175/2024";"Baixo";1;31/07/2025;Serviço;845;SERVIÇOS DE BIBLIOTECAS E DE ARQUIVOS;"";"";16942;"BIBLIOTECÁRIO";"";196.955,5000;4,00000;787.822,0000
"104/2025";Aprovada;;"Serviço de  edição ,normalização, revisão, diagramação e ilustração.";SERVICOS;250110;2.726.740,8700;31/01/2025;31/07/2025;181;"SAA.CGDI.EDITORA";"175/2024";"Baixo";2;31/07/2025;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";12645;"REDAÇÃO / REVISÃO DE TEXTO";"";215.435,4300;4,00000;861.741,7200
"104/2025";Aprovada;;"Serviço de  edição ,normalização, revisão, diagramação e ilustração.";SERVICOS;250110;2.726.740,8700;31/01/2025;31/07/2025;181;"SAA.CGDI.EDITORA";"175/2024";"Baixo";3;31/07/2025;Serviço;839;OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS;"";"";12904;"ELABORAÇÃO DE ARTE - GRÁFICA";"";215.435,4300;4,00000;861.741,7200
"104/2025";Aprovada;;"Serviço de  edição ,normalização, revisão, diagramação e ilustração.";SERVICOS;250110;2.726.740,8700;31/01/2025;31/07/2025;181;"SAA.CGDI.EDITORA";"175/2024";"Baixo";4;31/07/2025;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;"";"";25330;"DIAGRAMAÇÃO ELETRÔNICA E PROJETO GRÁFICO";"";215.435,4300;1,00000;215.435,4300
"155/2025";Aprovada;;"Serviço de solução de apoio à  governança";CONTRATACOES_TIC;250110;9.822.500,0000;01/01/2025;30/06/2025;180;"SEIDIGI.DATASUS.CGRGP";"266/2024";"Baixo";1;30/06/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"UN";14.750,0000;150,00000;2.212.500,0000
"155/2025";Aprovada;;"Serviço de solução de apoio à  governança";CONTRATACOES_TIC;250110;9.822.500,0000;01/01/2025;30/06/2025;180;"SEIDIGI.DATASUS.CGRGP";"266/2024";"Baixo";2;30/06/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26077;"SOFTWARE COMO SERVICO - SAAS";"UN";1.450,0000;4.000,00000;5.800.000,0000
"155/2025";Aprovada;;"Serviço de solução de apoio à  governança";CONTRATACOES_TIC;250110;9.822.500,0000;01/01/2025;30/06/2025;180;"SEIDIGI.DATASUS.CGRGP";"266/2024";"Baixo";3;30/06/2025;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27014;"SERVIÇOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DAINFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";105.000,0000;12,00000;1.260.000,0000
"155/2025";Aprovada;;"Serviço de solução de apoio à  governança";CONTRATACOES_TIC;250110;9.822.500,0000;01/01/2025;30/06/2025;180;"SEIDIGI.DATASUS.CGRGP";"266/2024";"Baixo";4;30/06/2025;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27014;"SERVIÇOS DE GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DAINFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";550,0000;1.000,00000;550.000,0000
"150/2025";Aprovada;;"Serviço de empresa especializada para realização do Módulo de Acompanhamento e Avaliação (MAAv)";SERVICOS;250110;60.000.000,0000;30/08/2024;27/02/2025;181;"SAPS.DGAPS.CGPROJ";"121/2024";"Médio";1;28/02/2025;Serviço;951;SERVIÇOS FORNECIDOS POR ORGANIZAÇÕES COMERCIAL,DE EMPREGADORE DE PROFISSIONAIS;"";"";4375;"ORGANIZAÇÃO DE CONGRESSO, SIMPÓSIO, CONFERÊNCIA E EXPOSIÇÃO";"";15.000.000,0000;4,00000;60.000.000,0000
"148/2025";Aprovada;;"Serviço de contratação de de nuvem híbrida e microsserviços";CONTRATACOES_TIC;250110;7.359.000,0000;31/01/2025;30/07/2025;180;"SEIDIGI.DATASUS.CGSIO";"123/2024";"Baixo";1;31/07/2025;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";26999;"SERVIÇOS DE GERENCIAMENTO  DE REDES DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"";132.000,0000;12,00000;1.584.000,0000
"148/2025";Aprovada;;"Serviço de contratação de de nuvem híbrida e microsserviços";CONTRATACOES_TIC;250110;7.359.000,0000;31/01/2025;30/07/2025;180;"SEIDIGI.DATASUS.CGSIO";"123/2024";"Baixo";2;31/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27472;"LICENCIAMENTO DE DIREITOS  PERMANENTES DE USO DE OUTROS SOFTWARES / PROGRAMAS DE COMPUTADOR";"";38.500,0000;150,00000;5.775.000,0000
"144/2025";Aprovada;;"Serviço de impressão";SERVICOS;250110;950.000,0000;30/12/2024;27/06/2025;179;"SVS.DAENT";"143/2024";"Alto";1;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";9997;"GRÁFICO - FORMULÁRIOS CONTÍNUOS";"";0,3800;2.500.000,00000;950.000,0000
"127/2025";Aprovada;Preparação;"Serviço de impressão";SERVICOS;250110;2.000.000,0000;02/01/2025;30/06/2025;179;"SAA.CGDI.EDITORA";"194/2024";"Baixo";1;30/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";10049;"PUBLICAÇÃO, IMPRESSÃO DE JORNAL / REVISTA / LIVRO";"";2.000.000,0000;1,00000;2.000.000,0000
"121/2025";Aprovada;Preparação;"Serviço de solução de microssegmentação de redes.";CONTRATACOES_TIC;250110;5.000.000,0000;30/01/2025;31/01/2025;1;"SEIDIGI.DATASUS.CGIE";"55/2024";"Baixo";1;31/01/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";5.000.000,0000;1,00000;5.000.000,0000
"119/2025";Aprovada;;"Serviço de lavanderia - Zé Gotinha.";SERVICOS;250110;33.686,4000;27/06/2025;25/12/2025;181;"GM";"14/2024";"Baixo";1;25/02/2025;Serviço;851;SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL;"";"";;"";"";33.686,4000;1,00000;33.686,4000
"116/2025";Aprovada;;"Serviço de Licença da ferramenta Streamyard";CONTRATACOES_TIC;250110;12.000,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.DCCMS";"152/2024";"Baixo";1;31/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";2.400,0000;5,00000;12.000,0000
"115/2025";Aprovada;;"Serviço de repositório institucional para a Biblioteca do MS";SERVICOS;250110;21.800,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.CODINF";"196/2024";"Baixo";1;31/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"";21.800,0000;1,00000;21.800,0000
"111/2025";Aprovada;;"Serviço de  expansão da plataforma que dá sustentação à solução integrada para higienização de ETL";CONTRATACOES_TIC;250110;8.000.000,0000;30/10/2024;28/04/2025;180;"SEIDIGI.DATASUS.CGIE";"38/2024";"Baixo";1;28/04/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"UN";80.000,0000;100,00000;8.000.000,0000
"109/2025";Aprovada;;"Aquisição de Mesa digitalizadora";BENS;250110;4.500,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.DCCMS";"162/2024";"Baixo";1;31/07/2025;Material;7040;EQUIPAMENTOS DE ENTRADA DE DADOS;"9636";"MESA DIGITALIZADORA";476824;"CARACTERÍSTICAS ADICIONAIS: CANETA SEM FIO C/ SUPORTE PARA CANETA, CABO USB, COMPATIBILIDADE: WIN 10, WIN8, WIN7 MAC OS X 10.10 OU POSTERIOR, PADRÃO: USB, PRECISÃO: 2048 NÍVEIS DE PRECISÃO, PROGRAMA SUPORTADO: PROGRAMAS DE DESINER GRÁFICO, RESOLUÇÃO: 2540, TECNOLOGIA: ELETROMAGNÉTICA";"UN";4.500,0000;1,00000;4.500,0000
"107/2025";Aprovada;;"Aquisição de Luvas sem pó";BENS;250110;4.720,0000;31/01/2025;31/07/2025;181;"SAA.CGDI.ARQUIVO";"166/2024";"Baixo";1;31/07/2025;Material;6532;VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS;"421";"LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO";383407;"CARACTERÍSTICAS ADICIONAIS: SEM PÓ, ANTIDERRAPANTE, ESTERILIDADE: ESTÉRIL, MATERIAL: 100% NITRILE, TAMANHO: MÉDIO, TIPO: AMBIDESTRA";"CX";30,0000;40,00000;1.200,0000
